uses,floor,name,ceiling,width,height,hip,points,ups
1,1,27,2.4,0.91,1.365,0,4,'002640070102631190112630760202630160212460200'
1,1,117,2.4,1.82,0.455,0,4,'202460190002460610102460450'
1,1,118,2.4,1.82,0.455,0,4,'002460690102450530112450120202460340202460190102450560112450120'
1,2,90,2.4,2.73,3.64,0,4,'002460700102450530112450120202630380212460270'
1,2,19,2.4,2.73,3.64,0,4,'002640070102631190112630760202630460212460200'
1,1,119,2.4,3.64,4.85,0,4,'102631190112630760202630170212460200002640250012640370'
1,1,90,2.55,3.64,3.64,0,4,'102450530112450120202630380212460270002460690012640370'
1,1,86,0.5,1.21,0.91,0,4,'102450530112450120202460190002460690'
1,1,47,1.8,1.21,0.91,0,4,'102450530112450120202460340'
1,1,90,2.55,2.73,3.64,0,4,'102450530112450120202630380212460270002460690012640370'
1,1,21,2.05,0.91,1.82,0,4,'102450530112450120102460410202460190202460340002460690'
1,1,26,2.4,4.095,3.64,0,4,'102630650112640370202450100'
1,2,106,2.4,3.64,2.73,0,4,'102450530112450120202630090002640070012640370'
1,2,90,2.55,3.64,2.73,0,4,'102450530112450120202630380212460270002460690012640370'
1,2,21,1.8,0.91,1.365,0,4,'102450530112450120102460410202460190202460340002460690'
1,2,31,2.4,5.46,3.64,0,4,'102460440202460200002460600'
1,2,31,2.4,0.91,1.82,0,4,'102460440002460600202460200'
1,2,27,2.4,1.365,0.91,0,4,'102631190112630760202630170212460200002640300012640050012640370'
1,2,31,2.4,1.82,0.91,0,4,'102460440202460200002460600'
1,2,26,1.6,4.095,3.64,0,4,'102630650112640370202460200'
1,3,31,2.4,2.73,0.91,0,4,'002460600102460440202460200'
1,3,90,2.4,5.46,3.64,0,4,'102631190112630760202630380212460270002640300012640050012640370'
1,1,27,2.4,0.91,1.365,0,4,'102631190112630760202630170212460200002640300012640050012640370'
1,2,12,2.4,1.82,1.82,0,4,'102460510202460340'
1,3,12,2.4,1.82,1.82,0,4,'002640070012640370102460510'
1,3,7,2.4,1.82,1.82,0,4,'002640070012640370202460340102460510'
1,1,26,2.4,2.73,5.915,0,4,'202450100102630650112640370'
1,1,8,2.75,2.275,2.275,0.35,4,'002640070012640370102460510202440060212450140202460340102440240112450320'
1,1,90,2.55,3.64,3.64,0,4,'002460690012640370102450530112450120202630380212460270'
1,1,90,2.55,2.73,3.64,0,4,'002460690012640370102450530112450120202630380212460270'
1,1,27,2.4,0.91,1.365,0,4,'002640300012640050012640370102631190112630760202630170212460200'
1,1,12,2.4,0.91,1.82,0,4,'002640070012640370102460510'
1,2,90,2.4,5.46,3.64,0,4,'002640300012640050012640370102631190112630760202630380212460270'
1,2,106,2.4,2.73,3.64,0,4,'002640070012640370102450530112450120202630090'
1,2,26,1.6,2.73,5.915,0,4,'202460200102630650112640370'
1,1,21,2.05,1.365,0.91,0.55,4,'002460690102450530112450120202460340302460410202460230'
1,1,21,1.8,1.365,0.91,0.4,4,'002460690102450530112450120202460340102460410202460190'
1,1,86,0.5,1.21,0.91,0,4,'002460690102450530112450120202460190'
1,1,31,3.5,2.73,3.64,0,4,'002640300012640050012640370002640050012640370102631190112630760112640370102630760112640370202630010202460200002640300012640050'
1,1,86,0.5,1.82,0.91,0,4,'002460690012640370102450530112450120112640370202460190'
1,1,47,1.8,1.82,0.91,0,4,'102450530112450120112640370202460340'
1,1,12,2.6,0.91,1.365,0,4,'102631190112630760112640370002640300012640050012640370'
1,1,49,2.6,0.91,4.55,0,4,'002640250012640370102450530112450120112640370202630010'
1,1,49,2.6,7.28,1.82,0,4,'002640250012640370102450530112450120112640370102631190112630760112640370202630010'
1,1,7,2.6,0.91,3.185,0,4,'002640250012640370102631190112630760112640370202630010'
1,1,90,2.75,3.64,3.64,0,4,'002460690012640370102450530112450120112640370202630380212460270002460770012640370'
1,1,90,2.75,2.73,3.64,0,4,'002460690012640370102450530112450120112640370202630380212460270002460770012640370'
1,1,22,2.6,4.55,7.28,0,4,'002640300012640050012640370102631190112630760112640370202630010'
1,1,27,2.4,1.06,1.82,0,4,'002640300012640050012640370102631190112630760112640370202630160212460200'
1,1,39,2.4,2.125,1.82,0,4,'002640300012640050012640370102631190112630760112640370202630160212460200'
1,2,7,2.4,0.91,1.82,0,4,'002640300012640050012640370102631190112630760112640370202630010'
1,2,12,2.4,2.73,0.91,0,4,'002640300012640050012640370102631190112630760112640370'
1,2,106,2.4,3.64,3.64,0,4,'002640300012640050012640370102631190112630760112640370202630010'
1,2,56,2.45,5.46,0.91,0,4,'202420120212420260212450050212451070212460200002640190102630700102630700112640390'
1,1,8,2.65,1.82,0.91,0,4,'002640300012640050102631190112630760202440060212450140'
1,1,23,2.35,3.64,2.73,0,4,'102631190112630760202630160212460200002640070'
1,1,12,2.4,1.82,1.82,0,4,'102631190112630760'
1,1,33,2.4,3.64,2.73,0,4,'102450530112450120202630360212460270002460690'
1,1,30,2.35,3.64,2.73,0,4,'102631190112630760202630160212460200002640250'
1,1,27,2.35,0.91,1.365,0,4,'002640300012640050102631190112630760202630160212460200'
1,1,39,2.4,1.365,2.275,0,4,'002640300012640050102631190112630760202630160212460200'
1,1,83,2.4,3.64,0.91,0,4,'002640300012640050202630010102450530112450120'
1,1,29,2.3,1.365,1.82,1.1,4,'002450610012450040012451060202440140212450150102450390112450120302440180312460430312450050312451070312450330'
1,1,121,2.4,1.82,0.91,0,4,'102450530112450120002460690202460190'
1,2,79,2.76,2.73,1.51,0,4,'102450930112450280112460180112450050112451070102420100112420260112460440112460440202420130212420260212460250212460250'
1,2,32,2.45,3.64,2.73,0,4,'102450530112450120202630380212460270002460700'
1,2,7,2.4,2.73,0.91,0,4,'002640070202630110102450530112450120'
1,2,19,2.4,2.73,2.73,0,4,'102631190112630760002640070202630110'
1,2,19,2.4,3.64,2.73,0,4,'102631190112630760002640070202630110'
1,2,12,2.4,1.82,1.82,0,4,'102631190112630760002640070'
1,2,56,2.45,5.46,0.91,0,4,'202420120212420260212450050212451070212460200202460270002640190102630700102630700112640390'
1,1,23,2.45,4,3.5,0,4,'002460690202630010102631190112630760202630380212460270'
1,1,8,2.6,1,2,0.2,4,'002640070102631190112630760302440240312450320202440010212450140'
1,1,42,1.35,1,0.5,0,4,'002460600102460450202460190'
1,1,13,1.38,1,0.5,0,4,'002460600102460450202460190'
1,1,27,2.3,1,1.5,0,4,'002640070202630160212460200102631190112630760'
1,1,4,2.3,2,1.5,0,4,'002640070102631190112630760202630160212460200'
1,1,29,2.35,2,1.5,1.2,4,'302440180312460430312450050312451070312450330102450400112450120202440140212450150002450620012450040012451060'
1,1,86,0.6,2,0.5,0,4,'002460720102450560112450120202460300'
1,1,113,2.45,3,7,0,4,'102631190112630760002640300012640050202630010002640250'
1,2,12,2.4,2,1.5,0,4,'002640070102631190112630760'
1,2,33,2.4,3,3.5,0,4,'002640070102460520202630010'
1,2,32,2.5,3,3.5,0,4,'002460690102450530112450120202630380212460270'
1,2,114,2.5,3,3.5,0,4,'002460690102450530112450120202630380212460270'
1,1,27,2.4,0.91,0.91,0.6,4,'002460690302460510202630010102450560112450120'
1,1,29,2.7,1.82,1.82,1.2,4,'002640160302440170312460430312450050312451070312450330202450130102450560112450120'
1,1,90,2.4,2.73,3.64,0,4,'002460690202630380212460270102450570112450120'
1,1,90,2.4,3.64,2.73,0,4,'002460690202630380212460270102450570112450120'
1,1,8,2.7,1.82,0.91,0.3,4,'002460690102450570112450120202450130'
1,1,7,2.4,0.91,0.91,0,4,'002460690102450570112450120202630160212460200'
1,1,39,2.4,1.82,0.91,0,4,'202630160212460200102450570112450120002640250'
1,1,30,2.4,2.73,2.73,0,4,'202630160212460200202450130002640250102450570112450120'
1,1,90,2.4,2.73,3.64,0,4,'002460690202630380212460270102460510'
1,1,90,2.4,3.64,2.73,0,4,'002460690202630380212460270102460510'
1,1,30,2.4,2.73,2.73,0,4,'202630160212460200202450130002640250102460510'
1,1,29,2.7,1.82,1.82,1.2,4,'002640160102450560112450120302440170312460430312450050312451070312450330202450130'
1,1,8,2.7,1.82,0.91,0,4,'102450570112450120002460690202450130'
1,1,27,2.4,0.91,0.91,0.6,4,'002460690102450560112450120302460510202630010'
1,1,39,2.4,1.82,0.91,0,4,'102450570112450120202630160212460200002640250'
1,1,30,2.4,2.73,2.73,0,4,'102450570112450120202630160212460200002640250202450130'
2,1,99,1.8,0.91,0.91,0,4,'002640160102450310112460180112450050112451070'
2,1,27,2.4,0.91,0.91,1.8,4,'002460700102450570112450120202630010302460510'
2,1,90,2.4,2.73,2.73,0,4,'002460700102450570112450120202630380212460270'
2,1,30,2.4,1.82,2.73,0,4,'002640070102460510202630010'
2,1,90,2.4,3.64,2.73,0,4,'002460700102450570112450120202630380212460270'
2,1,44,2.4,0.91,1.365,0,4,'102450560112450120102450530112450120002460700202630010'
2,2,90,2.4,2.73,2.73,0,4,'002460700102450570112450120202630380212460270'
2,2,90,2.4,3.64,2.73,0,4,'002460700102450570112450120202630380212460270'
2,2,30,2.4,2.73,2.73,0,4,'002460700102450570112450120202630380212460270202630010'
2,2,7,2.4,0.91,0.91,1.1,4,'002460700102450560112450120302450310312460180312450050312451070202450130212460200212450050212451070'
2,2,8,2.4,2.73,0.91,0,4,'002460700102450570112450120202630010'
2,2,27,2.4,0.91,0.91,1.8,4,'002460700102450570112450120302460510202630010'
4,2,21,2.4,0.91,1.2,0,4,'202460230102460450002460600'
4,2,7,2.4,1.82,1.2,0,4,'002460700102630760202460200'
4,2,21,2.4,1.365,1.2,0,4,'202460230102460450002460600'
4,2,12,2.4,1.82,1.2,0,4,'002460700102630760'
4,2,90,2.4,4.095,2.73,0,4,'002460700102630760202460300202630380212460200'
4,2,90,2.4,3.64,2.73,0,4,'002460700102630760202630380212460200'
4,2,90,2.4,3.64,2.73,0,4,'002460700102630760202460200'
4,1,59,2.7,1.05,6.66,0,4,'102460450202450130002460600'
4,1,12,2.7,1.6,1.2,0,4,'102460450002460600'
1,1,122,1.3,0.6,2.73,0,4,'002460690102450530112450120202460300'
1,1,23,2.7,2.73,3.64,0,4,'002460690102450530112450120202630380212460270'
1,1,32,2.7,3.64,2.73,0,4,'002460690102450530112450120202630380212460270'
1,1,19,2.7,2.73,3.64,0,4,'002640070102631190112630760202630010'
1,1,27,2.45,0.91,1.82,0,4,'002640070102631190112630760202630010'
1,1,61,2.7,1.365,1.82,0,4,'002640070102631190112630760202630010'
1,1,123,0.6,0.455,1.21,0,4,'002460600102460450202460260'
1,1,21,1.8,0.455,1.21,0,4,'002640070102460450202460260'
1,1,8,2.9,1.82,2.43,0,4,'002640070102631190112630760102440010112450330202630010202440010212450140'
1,1,30,2.7,2.73,2.73,0,4,'002640070102631190112630760202630010'
1,1,30,2.2,0.6,2.73,0,4,'002640070102631190112630760202630010102631160112630760102630760'
1,1,21,0.9,0.455,1.21,0,4,'002640070102450530112450120202460300'
1,1,21,0.8,0.455,1.21,0,4,'202460190102460450002460600'
1,1,59,3,4.55,1.82,0,4,'102450290112460180112450050112451070102450350112280250102450350'
1,1,125,3.3,0.91,1.23,0,4,'002640250202450100302450310312460180312450050312451070102450400112450120102280380'
1,1,90,2.7,2.73,2.73,0,4,'102450530112450120202630380212460270002460690'
1,1,27,2.75,1.82,0.91,1.2,4,'002640070302440170312460430312450050312451070312450330202440140212450150102450400112450120'
1,1,33,2.7,3.64,2.73,0,4,'102450530112450120202630380212460270002460690'
1,1,90,2.7,3.64,2.73,0,4,'102450530112450120202630380212460270002460690'
1,1,90,2.7,3.64,3.64,0,4,'102450530112450120202630380212460270002460690'
1,1,23,2.7,3.64,3.64,0,4,'102450530112450120202630380212460270002460690'
1,1,21,1.8,0.91,1.82,0,4,'002460700202460290'
1,1,86,0.8,0.91,1.82,0,4,'002460700202460300102450400112450120'
1,1,8,2.9,0.91,3.185,0,4,'002640070202440010212450140102450530112450120102440240112450320'
1,1,12,2.5,0.91,0.91,0,4,'102460520002640250'
1,1,60,2,1.82,0.75,0,4,'002460600202450100102450310112280250'
1,1,14,2.65,0.91,1.52,0,4,'002640250102460520202450130'
1,2,90,2.45,2.73,3.64,0,4,'002460690202630350212460270'
1,2,90,2.45,3.64,3.64,0,4,'002460690202630350212460270'
1,2,12,2.45,1.82,0.91,0,4,'002460700302460520'
1,2,7,2.45,3.64,0.91,0,4,'202630010002460700'
1,1,4,2.7,1.82,0.91,0,4,'002640070102450400112450120202630170212460200'
1,1,29,2.5,2.73,1.82,0,4,'002640350102440170112460430112450050112451070112450330202440140212450150'
1,1,59,2.7,1.5,0.91,0,4,'002640070102450400112450120202630170212460200'
1,1,123,0.8,0.91,0.91,0,4,'102460490002460620202460260'
1,1,123,0.8,0.91,0.91,0,4,'002460620102460490202460260'
1,1,26,2.8,4.55,3.64,0,4,'002640070102630990202450190'
1,1,64,2.45,1.82,3.64,0,4,'002640070102450570112450120202460340'
1,1,44,1.75,0.455,2.73,0,4,'002460650102460510202460300'
1,1,44,1.75,0.455,0.91,0,4,'002460600102460450202460190'
1,1,21,1.75,0.91,0.91,0,4,'002460620102630760202460260'
1,1,21,1.75,0.91,1.82,0,4,'002460620102630760202460260'
1,1,29,2.5,1.82,2.12,1,4,'002640160102450560112450120302440170312460430312450050312451070312450330202440140212450150'
1,1,126,2.45,1.82,1.82,0,4,'002640070102450530112450120202630090'
1,1,27,2.4,1.21,1.82,0,4,'102631190112630760002640300012640050202630160212460200'
1,1,31,2.5,2.12,2.73,0,4,'002640070102450570112450120202630010'
1,1,90,2.45,1.82,2.73,0,4,'002460690202630380212460270102450530112450120'
1,1,90,2.45,3.64,2.73,0,4,'002460690202630380212460270102450530112450120'
1,1,127,1.35,1.82,0.455,0,4,'002460690202460300102450530112450120'
1,1,44,1.35,1.82,0.455,0,4,'002460690202460300102450530112450120'
1,1,14,2.8,0.91,1.365,0,4,'002640070102450530112450120202450130'
1,1,83,2.5,0.91,6.37,0,4,'002640070102450530112450120202630010'
1,1,8,2.7,0.91,1.82,0.3,4,'002460720102450570112450120302440290312450320202440140212450150'
1,1,21,1.75,0.61,0.91,0,4,'002460620102630760202460260'
1,1,86,0.6,0.61,1.82,0,4,'002460690102450560112450120202460300'
1,2,27,2.3,1.82,0.91,0,4,'002640070202630160212460200102450540112450120302631190312630760'
1,2,44,2.3,0.91,2.73,0,4,'002460690102450530112450120202630010'
1,2,90,2.55,3.64,3.64,0,4,'002460690102450530112450120202630380212460270'
1,2,90,2.55,3.64,2.73,0,4,'002460690102450530112450120202630380212460270'
1,2,90,2.5,2.73,3.64,0,4,'002460710102450540112450120202630380212460270'
1,2,7,2.5,0.91,4.55,0,4,'002640070102450540112450120202630010'
1,2,7,2.5,6.37,0.91,0,4,'002460720102450540112450120202630010'
1,1,83,2.5,0.91,5.46,0,4,'002640070102450530112450120202630010'
1,1,81,2.45,0.455,0.91,0,4,'002460650102450530112450120202460300'
1,1,123,0.55,0.455,2.73,0,4,'002460720102460450202460190'
1,1,23,2.45,2.73,3.64,0,4,'002460690102450570112450120202630380212460270'
1,1,90,2.45,3.64,3.64,0,4,'002460690202630380212460270102450530112450120'
1,2,7,2.55,5.46,0.91,0,4,'002640070202630010102450530112450120'
1,1,12,2.45,0.91,0.91,0,4,'002460650102450570112450120'
1,2,12,2.5,0.91,1.82,0,4,'002460720102450540112450120'
1,1,27,2.3,0.955,1.06,0.3,4,'002460720202460300302450310312460180312450050312451070'
1,1,30,2.3,3.82,2.865,0.6,4,'002460600302450310302450310312460180312450050312451070102460520202460340202630130212450160102450310112280260202450130'
1,1,29,2.3,1.91,1.91,0.8,4,'002450610012450040012451060302440270312450330312280260202440140212450150'
1,1,31,2.3,1.21,1.21,1.1,4,'002460700202460340302450310312460180312450050312451070102450310112280260'
1,1,53,2.3,0.955,1.4,0.8,4,'002460720202460340302450310312460180312450050312451070'
1,1,110,2.3,0.955,1.21,1.1,4,'002460720302450310312460180312450050312451070202460340'
1,1,8,2.45,3.82,1.91,0,4,'002460600202450130202460340102460450102460300'
1,1,120,2.85,2.865,1.91,0.2,4,'202450130302450310'
1,1,32,2.3,3.82,2.865,0,4,'002460600202630380212460270'
1,2,90,2.3,2.865,2.865,0,4,'002460600102460450202630380212460270'
1,2,31,2.1,1.91,5.73,0,4,'102460380202460200'
1,2,31,1.6,1.91,1.91,0,4,'202460200'
1,2,44,2,0.955,1.91,0.6,4,'102460450302450310312460180312450050312451070002460600202460200'
1,2,90,2.25,2.865,1.91,0.85,4,'002460600202630380212460270302460470'
1,2,12,2.35,2.25,1.02,0,4,'002460720'
1,2,90,2.3,3.82,3.82,0,4,'002460720202630380212460270'
1,1,27,2.3,0.955,0.85,1.3,4,'002460720202450130302450310312460180312450050312451070'
1,1,8,2.8,1.82,0.91,0.4,4,'002640070102450570112450120302440230312450330202440140212450150'
1,1,23,2.4,3.641,3.64,0,4,'002460690102450570112450120202630380212460270'
1,1,30,2.3,3.639,3.34,0,4,'002640070102460520102631160112630760202630130212460200'
1,1,129,2.8,0.91,0.91,0,4,'002640070102460520202450130'
1,1,61,2.45,1.82,1.22,0.9,4,'002640070102450570112450120102440170112460430112450050112451070112450330202630130212460200'
1,1,27,2.3,0.91,0.91,1.3,4,'002460650102450570112450120302440170312460430312450050312451070312450330302440170112450330202440140212450150'
1,1,27,2.3,0.91,1.14,1.3,4,'002460650102450570112450120302440170312460430312450050312451070312450330302440170112450330202440140212450150'
1,1,14,2.8,0.91,0.91,0,4,'002640070102450570112450120202450130'
1,1,21,2.4,1.2,1.2,0,4,'002460600102450570112450120202460190'
1,1,12,2.4,1.53,1.2,0,4,'102450570112450120'
1,2,27,2.5,0.91,1.365,0,4,'002640070102450570112450120302440170312460430312450050312451070312450330202440140212460250212450050212451070212450150'
1,2,83,2.5,7.28,0.91,0,4,'002460690102450570112450120202630090'
1,2,90,2.5,3.64,3.64,0,4,'002460690102450570112450120202630380212460270'
1,2,90,2.5,3.64,4.55,0,4,'002460690102450570112450120202630380212460270'
1,2,19,2.55,4.55,2.73,0,4,'002640070002640340012640050102631230112630760202630090'
1,2,7,2.45,7.28,0.91,0,4,'002460710102450560112450120202630440212460200'
1,2,90,2.45,2.73,3.64,0,4,'002460710102450570112450120202630380212460200'
1,2,90,2.45,3.64,2.73,0,4,'002460710102450570112450120202630380212460200'
1,2,12,2.45,0.91,2.73,0,4,'002460710102450560112450120202630440212460200'
1,2,127,0.85,0.91,0.6,0,4,'002460650102450530112450120202460300'
1,2,21,0.9,0.91,0.91,0,4,'002460600102450560112450120202460190'
1,1,30,2.3,3.639,3.34,0,4,'002640070102460520102631160112630760202630130212460250'
1,1,61,2.45,1.82,1.22,0.9,4,'002640070102450570112450120102440170112460430112450050112451070112450330202630130212460250'
1,1,83,2.45,2.73,0.91,0,4,'002460690202460340102450570112450120'
1,1,44,0.75,0.455,1.82,0,4,'002460660102460520202460260'
1,1,44,1,0.455,1.82,0,4,'102460520202630010'
1,1,123,0.55,0.455,1.82,0,4,'002460660102460520202460260'
1,1,27,2.5,0.91,1.365,1.25,4,'002640300012640050102450570112450120102440170112460430112450050112451070112450330202440150212450150'
1,1,44,1.2,0.455,1.82,0,4,'002640070102630800202630010'
1,1,123,0.5,0.91,0.91,0,4,'002460620202460260102460490'
1,1,8,2.45,1.82,1.82,0,4,'002460690102450530112450120102440170112450330202450200202460340'
1,1,23,2.35,2.73,3.64,0,4,'002640200102630800202630010102631160112630760'
4,1,80,2.65,14.56,4.55,0,4,'102460470202450130'
1,1,21,1.7,0.91,0.91,0,4,'002460600102460410202460230'
1,1,29,2.5,2.73,1.82,0,4,'002450970012450040012451060012450580102440170112460430112450050112451070112450330102440170112450320202440140212450150'
1,1,43,2.65,2.73,1.82,0.25,4,'002640200102450530112450120202630090102460550202440150212450150302440230312450330'
1,1,123,0.5,1.82,0.91,0,4,'002460600102460410202460230'
1,2,7,2.5,0.91,2.73,0,4,'002640300012640050102631190112630760202630010'
1,2,12,2.5,0.91,1.82,0,4,'002640300012640050102631190112630760'
1,1,132,2.7,1.965,1.82,0,4,'002640300012640050102631190112630760302440170312460430312450050312451070312450330202630170212450160'
1,1,12,2.5,0.91,0.91,0,4,'002640300012640050102631190112630760'
1,1,12,2.5,1.365,0.91,0,4,'102460510002640200'
1,1,86,0.4,0.6,1.82,0,4,'102450560112450120202460300002460690'
1,2,19,2.5,3.33,3.64,0,4,'002640300012640050102631190112630760202630010'
1,2,90,2.5,3.64,4.55,0,4,'002460690202630380212460270002460770202630010102450530112450120'
1,1,44,2.2,0.91,1.82,0,4,'002460650102450570112450120202630090102450530112450120'
1,1,8,2.9,3.64,0.91,0,4,'002460720202450100'
1,1,49,2.6,8.48,1.82,0,4,'202630460212460200'
1,1,86,0.4,1.365,0.91,0,4,'002460720202460230'
1,2,7,2.5,1.2,7.28,0,4,'002460720202460340'
1,2,90,2.55,3.64,3.64,0,4,'002460720202630380212460270'
1,2,59,2.5,1.52,0.91,0,4,'202630010002460650'
1,2,12,2.5,1.82,0.91,0,4,'002460720'
1,2,90,2.55,3.64,2.73,0,4,'002460720202630380212460270'
1,1,61,2.5,2.45,1.82,0,4,'002640070102460520202630010'
1,1,29,2.6,2.5,1.82,0,4,'002640350102440170112460430112450050112451070112450330202440140212460200212450050212451070212450150'
1,1,30,2.5,4.55,3.64,0,4,'002640200102440280112460430112450050112451070112450330102450310112460180112450050112451070102280410202630160212460200202450130102450310'
1,1,87,1.8,2.45,0.4,0,4,'102630760202460300002640050'
1,2,123,0.5,1.52,1.82,0,4,'002460600202460190'
1,1,123,0.4,0.91,0.91,0,4,'002460600102460450202460300'
1,1,21,1.5,0.91,0.91,0,4,'202460270002460600102450560112450120'
1,1,21,0.8,0.91,0.91,0,4,'202460230102460430002460600'
1,1,21,1.75,0.91,0.91,0,4,'102630820202460230002460600'
1,1,8,2.75,1.2,3.64,0,4,'002460720202460300202450100102450560112450120'
1,1,27,2.3,1.22,1.365,0.9,4,'002640200202440140212450150302440170312460430312450050312451070312450330102450570112450120'
1,1,29,2.3,2.13,2.275,0,4,'002640350102440170112450330102440170112460430112450050112451070112450330202440140212450150'
1,1,26,2.2,2.73,1.82,0,4,'002640110102630550202450100'
1,2,44,2.2,1.365,0.61,0,4,'002460720202460300102450560112450120'
1,2,2,1.4,0.91,1.82,0,4,'002460720202460270102450560112450120'
1,1,84,2.2,2.73,2.73,0,4,'002640110102630550202450100102450310112280330102450310'
1,2,73,0.35,1.125,0.61,0,4,'102450560'
4,1,26,2.25,4.65,1.95,0,4,'002460600102460450202460300'
4,1,2,1.75,1.35,0.63,0,4,'002460600102460410202460300'
4,1,48,2.25,1.35,0.63,0,4,'002460600102460410202460300'
4,1,21,1.75,0.975,0.63,0,4,'002460600102460410202460300'
4,1,26,1.75,1.75,2.58,0,4,'002640110102630860202460300'
1,1,26,2.2,3.84,3.89,0,4,'102631230112630760202450130002640340012640050'
1,1,26,2.2,3.84,0.85,0,4,'102631230112630760202450130002640050'
1,1,27,2.1,1.365,0.91,0,4,'102460510202450130002460650'
1,1,110,2.3,0.91,0.91,0,4,'102460510202450130002460650'
1,1,7,2.3,1.565,0.91,0,4,'102460510202450130002460650'
1,1,8,2.6,0.91,0.91,0,4,'102450570112450120102450310112460180112450050112451070102460510202450130002640070'
1,1,7,2.45,1.82,0.91,0,4,'102450570112450120202630010002640070'
1,1,123,0.4,0.65,1.82,0,4,'102460490202460260002460620'
1,1,7,2.45,0.65,3.64,0,4,'102450560112450120102450560112450300102460510202630090002460720002460650002640070'
1,1,44,2.45,1.56,0.65,0,4,'102450560112450120102460510202630010002640070'
1,1,29,2.45,1.875,1.26,0,4,'102610200112460180112450050112451070112450310102610200112450310202450130002610160012460600'
1,1,12,2.8,0.91,1.26,0,4,'102450570112450120002460650'
1,2,12,2.45,0.91,0.65,0,4,'102450570112450120002460700'
1,2,32,2.45,3.64,3.64,0,4,'102450570112450120202630380212460270002460720'
1,2,31,1.8,3.84,4.8,0,4,'102460450202460300002460600'
1,2,59,2.8,1.92,0.85,0,4,'102460450202460300002460600'
1,2,21,1.15,1.92,0.85,0,4,'102450490112450480112450510112450500202460300'
1,2,32,2.45,2.06,3.64,0,4,'102450570112450120202630380212460270002460720'
1,1,8,2.95,1.8,2.25,0.9,4,'002640200102450530112450120302460550102440230112450330202440100212450140'
1,1,7,2.55,8.1,1.05,0,4,'002460630102450530112450120202630040'
1,1,7,2.55,0.9,7.65,0,4,'002460630102450530112450120102440170112460430112450050112451070112450330202630040'
1,1,23,2.55,3.6,3.6,0,4,'002460690102450530112450120202630380212460270'
1,1,133,1.75,0.9,1.8,0,4,'002460770102450530112450120202460300'
1,1,123,0.5,0.9,1.8,0,4,'002460690102450560112450120202460260'
1,1,123,0.5,0.9,1.8,0,4,'002460690102450530112450120202460260'
1,1,21,0.9,0.9,1.8,0,4,'002460620102450530112450120202460300'
1,1,90,2.55,2.7,3.6,0,4,'002460690102450530112450120202630380212460270'
1,1,70,1.45,1.8,0.3,0,4,'002460690102450530112450120202460300'
1,1,33,2.4,2.7,3.75,0,4,'002460690002450530012450120102450530112450120202630380212460270'
1,1,33,2.6,3.6,2.7,0,4,'002450570012450120002640200102460550202630450212460200'
1,1,133,1.75,1.8,0.3,0,4,'002460650102450530112450120'
1,1,133,1.75,0.45,1.8,0,4,'002460650102450530112450120'
1,1,44,2.2,0.9,0.9,0,4,'002460720102450530112450120202460300'
1,1,44,0.75,0.9,1.8,0,4,'002460620102450530112450120202460300'
1,1,29,2.4,1.8,3,0,4,'002640350102440170112460430112450050112451070112450330202440140212450150'
1,1,21,1.6,0.45,0.3,0,4,'002460650102460520202460260'
1,1,27,2.55,1.35,1.2,0,4,'002460630102450530112450120302460520202630040'
3,2,19,2.7,3.64,3.64,0,4,'002640300012640050102631190112630760202630010212460200'
3,1,8,2.45,1.82,1.82,0,4,'002640300012640050102631190112630760202630180212450160'
3,1,27,2.45,1.82,1.82,0.75,4,'002640300012640050102631190112630760302460560202630180212450160'
3,1,27,2.2,1.365,0.91,0,4,'002640300012640050102631190112630760202630180212450160'
3,1,102,1.9,1.965,0.91,0,4,'002640300012640050102631190112630760202630020212450130'
3,1,12,2.65,1.22,0.91,0,4,'002640300012640050102631190112630760202630010'
3,2,90,2.7,3.64,3.64,0,4,'002460710102450530112450120202630380212460200'
3,2,27,2.3,0.91,1.82,0,4,'002640300012640050102631190112630760202630160212460200'
3,2,7,2.5,4.55,1.82,0,4,'002640070102460510202630010212460200'
3,2,33,2.45,3.64,3.64,0,4,'002460710102450530112450120202630380212460200'
3,2,58,2.45,3.84,3.51,0,4,'002640300012640050102631190112630760202630010212460200'
3,2,30,2.45,3.84,1.95,0,4,'002640300012640050102631190112630760102630950202630010212460200'
3,2,86,0.5,0.56,1.82,0,4,'002460710102450560112450120202460300'
3,2,23,2.45,3.64,3.64,0,4,'002460710102450530112450120202630380212460200'
3,1,30,2.25,3.64,2.73,0,4,'002640160102630910102631160202630160212460200'
3,2,31,2.5,4.5,1.82,0,4,'002640070102631230112630760202630010212460200'
1,1,8,2.45,1.82,1.82,0,4,'002640300012640050102631190112630760202630160212450160'
1,1,30,2.25,4.095,2.73,0,4,'002640160102630910102631160202630160212460200'
1,1,26,2.2,2.73,1.365,0,4,'002640300012640050102631190112630760202630160212460200'
1,1,27,2.2,0.91,1.82,0,4,'002640300012640050102631190112630760202630160212460200'
1,1,102,1.9,0.91,1.82,0,4,'002640300012640050102631190112630760202630010212450130'
1,1,27,2.45,2.275,1.365,0,4,'002640300012640050102631190112630760302460550202630160212450160'
1,1,12,2.65,0.91,1.82,0,4,'002640300012640050102631190112630760'
1,1,13,1.9,0.91,1.82,0,4,'002640300012640050102631190112630760202630160212460200'
1,2,26,2.45,4.095,2.275,0,4,'002640300012640050102631190112630760202630010212460200'
1,2,32,2.7,4.85,2.73,0,4,'002460710102450530112450120202630380212460200'
