uses,floor,name,ceiling,width,height,hip,points,ups
1,2,27,2.3,0.91,1.82,0,4,'002640300012640050102631190112630760202630160212460200'
1,2,12,2.45,1.82,1.82,0,4,'002640300012640050102631190112630760'
1,2,30,2.45,3.64,1.95,0,4,'002640300012640050102631190112630760102630950202630010212460200'
1,2,58,2.45,3.64,3.965,0,4,'002640300012640050102631190112630760202630010212460200'
1,2,86,0.5,0.56,1.82,0,4,'002460710102450560112450120202460300'
1,2,7,2.5,1.82,0.91,0,4,'002640070102460510202630010212460200'
1,2,23,2.45,3.64,3.64,0,4,'002460710102450530112450120202630380212460200'
1,2,33,2.45,3.64,3.64,0,4,'002460710102450530112450120202630380212460200'
1,3,12,2.45,1.82,1.82,0,4,'002640300012640050102631190112630760'
1,1,8,2.45,1.82,1.82,0,4,'002640300012640050102631190112630760202630180212450130'
1,1,26,2.2,2.73,1.365,0,4,'002610160012460600102460510202460300'
1,1,27,2.2,0.91,1.82,0,4,'002640300012640050102631190112630760202630180212460200'
1,1,102,1.9,0.91,1.82,0,4,'002640300012640050102631190112630760202630020212450130'
1,1,27,2.45,2.275,1.365,0,4,'002640300012640050102631190112630760302460550202630180212450160'
1,2,26,2.45,4.095,2.275,0,4,'002640300012640050102631190112630760202630460212460200'
1,2,12,2.45,1.82,1.82,0,4,'102631190112630760'
1,3,33,2.45,3.64,3.185,0,4,'002640300012640050102631190112630760202630010212460200'
1,3,26,2.45,5.005,2.73,0,4,'102460380202460300'
1,3,26,2.45,7.28,2.275,0,4,'102460380202460300'
1,2,27,2.1,0.91,1.82,0,4,'002640200002640050202630010102450560112450480112450490112450500112450510102450560112450480112450490112450510'
1,2,81,2.3,0.91,0.91,0,4,'002640200102450560112450480112450490112450500112450510102450560112450480112450490112450510202630460212460200'
1,2,12,2.3,0.91,3.64,0,4,'002460710102450560112450480112450490112450500112450510102450560112450480112450490112450510202630460212460200'
1,2,30,2.15,3.64,1.82,0,4,'002460660102450530112450480112450490112450500112450510102450530112450480112450490112450510202630170212460200'
1,2,135,2.25,3.64,3.64,0,4,'002460750102450570112450480112450490112450510202630380212460200'
1,2,136,2.1,3.64,3.64,0,4,'002460750102450560112450480112450490112450500112450510102450560112450480112450490112450510202630380212460200'
1,1,8,2.53,0.91,1.82,0,4,'002460720102631190112460470202450130'
1,1,27,2.4,0.91,1.82,0,4,'002460720102460520202630160212460200'
1,1,23,2.4,2.73,2.73,0,4,'002460720102631190112460470202630380212460270'
1,1,124,0.6,0.91,1.82,0,4,'002460600102460450202460230'
1,1,21,1.8,0.91,0.91,0,4,'002460600102460450202460300'
1,1,90,2.4,3.64,2.73,0,4,'002460720102631190112460470202630380212460270'
1,1,90,2.4,2.73,2.73,0,4,'002460720102631190112460470202630380212460270'
1,1,23,2.75,3.64,2.73,0,4,'202630380212460270'
1,2,12,2.65,0.91,2.73,0,4,'002460620202460300'
1,2,32,2.65,2.73,2.73,0,4,'002460730202460300'
1,2,90,2.6,2.73,3.64,0,4,'002460710202630380212460270'
1,2,90,2.6,3.5,3.64,0,4,'002460720202630380212460270'
1,2,90,2.6,3.5,2.73,0,4,'002460710202630380212460270'
1,2,123,0.85,0.91,1.82,0,4,'002460620202460260'
1,1,59,4.469,2.1,4.75,0,4,'112630760102460470102630760202170010202460200'
1,1,59,2.35,1.93,0.95,0,4,'102631190112630760202630200212460200'
1,1,27,2.35,1.02,1.425,0,4,'002640300012460610102631190112630760202630200212460200'
1,1,27,2.14,0.91,1.425,0,4,'002640300012460610102631190112630760202630200212460200'
1,1,137,3,1.82,1.82,0,4,'102460470102630650102460300202170010'
1,1,26,2.383,1.93,4.195,0,4,'202460200102460470102630760'
1,1,32,2.32,1.9,1.9,0,4,'002460610202630380212460270'
1,1,138,2.42,2.85,2.85,0,4,'002640250102631160202630200212460200'
1,1,87,2.32,0.475,1.9,0,4,'002460630002460610102460470202460200'
1,1,44,2.2,0.475,1.9,0,4,'002460630202460300'
1,1,2,2.1,1.9,0.95,0,4,'002460710102450310112460180112450050112451070102460470202460200'
3,1,139,2.65,7.28,4.55,0,4,'002640300012640050002640070102460510102450300102630800202170050'
3,2,140,2.43,5.46,3.64,0,4,'002460690102450570112450120202630380212460270'
3,2,7,2.43,2.275,0.91,0,4,'002640070102450570112450120202630090'
3,2,12,2.43,1.365,0.91,0,4,'002640070102450570112450120'
3,2,2,1.15,1.65,1.82,0,4,'002460600102630760202460230'
3,1,139,2.65,7.28,4.55,0,4,'002640300012640050002640070102460510102450300202170050'
3,2,2,1.15,1.65,1.82,0,4,'002460600102460450202460230'
1,1,32,2.78,3.8,3.8,0,4,'002460710202630380212460270'
1,1,139,2.65,7.28,4.55,0,4,'002640300012640050002640070102460510102450300202170050'
1,2,140,2.43,5.46,3.64,0,4,'002460690102450570112450120202630380212460270'
1,2,7,2.43,2.275,0.91,0,4,'002640070102450570112450120202630090'
1,2,12,2.43,1.365,0.91,0,4,'002640070102450570112450120'
1,2,2,1.15,1.65,1.82,0,4,'002460600102460450202460230'
1,1,44,2,1.06,1.92,0,4,'002640300012460610102631190112460470202630090'
1,1,134,2,1.06,1.92,0,4,'002640300012460610102631190112460470202630010'
1,1,33,2.1,3.84,2.775,0,4,'102631190112460470202630380212460270002640340012460610'
1,1,7,2.1,2.88,1.06,0,4,'002460650102460510202630010'
1,1,27,2.1,1.92,1.06,0,4,'002640300012460610102631190112460470202630010'
1,1,115,2,0.96,0.96,0,4,'102460510'
1,1,30,2.1,3.19,2.88,1.1,4,'002460650102460510202630130212460200302450310312280240302450310'
1,1,31,2.3,2.74,1.06,0.2,4,'202450130302450310'
1,2,12,2,2.13,0.96,0,4,'002460710102460510202630090'
1,1,7,2.1,1.92,1.06,0,4,'002640340012460610102460510202460340'
1,1,33,2.1,3.84,2.775,0,4,'002640340012460610102631190112460470202630380212460270'
1,2,90,2,2.13,2.88,0,4,'002460710102450570112450480112450490112450500112450510202630380212460270'
1,2,90,2,2.88,3.84,0,4,'202630380212460270002460710102450570112450480112450490112450500112450510'
1,2,90,2,2.88,3.84,0,4,'002460710202630380212460270102450570112450480112450490112450500112450510'
1,1,7,2.1,1.92,0.96,0,4,'002460650102460510202630010'
1,1,27,2.1,0.96,1.92,0,4,'002640300012460610102631190112460470202630010'
1,1,30,2.1,3.19,2.88,0,4,'002460650102460510102450310102450310112280240202630130212460200'
1,1,31,2.3,2.74,1.06,0,4,'102450310202450130'
1,2,141,1.35,0.3,0.91,0,4,'102460530002460650'
1,2,7,2.3,0.91,8.19,0,4,'002460710202460340'
1,2,72,1.8,0.3,1.82,0,4,'002460710102631230112630760202460340'
1,1,21,1.8,0.91,0.91,0,4,'002460600102460450202460230'
1,1,49,2.3,1.21,3.95,0,4,'002460710002460690202460310102631190112460470'
1,2,12,2.3,1.82,0.91,0,4,'002460710'
1,1,26,2.6,1.82,2.73,0,4,'002640160102460380202450100'
1,1,120,2.5,2.73,0.91,0,4,'002640200102450930112450300112460180112450050112451070102440240112460180112450050112451070112450320202450100'
1,1,8,2.4,2.73,1.82,0,4,'002460710102460530102440240112460180112450050112451070112450320202450130'
1,1,90,2.3,3.03,3.64,0,4,'002460700202630380212460270202460340002460720'
1,1,81,2.3,0.76,1.82,0,4,'002460710202630010'
1,1,27,2.3,1.06,1.06,0,4,'002460710102631190112460470202630170212460200'
1,1,27,2.3,1.06,0.76,0,4,'002460710102631190112460470202630170212460200'
1,1,39,2.2,1.82,0.91,0,4,'002640070202630170212460200'
1,1,30,2.3,2.73,4.55,0,4,'002640160002640250102450310102630910202630090202450130'
1,1,49,2.3,1.21,2.73,0,4,'002460710102631190112460470202460340'
1,1,90,2.3,3.64,3.64,0,4,'002460710102631190112460470202630380212460270'
1,1,23,2.3,3.64,2.73,0,4,'002460710102631190112460470202630380212460270'
1,1,31,2,1.21,2.43,0,4,'202460300'
1,2,90,2.3,3.64,2.73,0,4,'002460710202630380212460270'
1,2,90,2.3,3.64,3.64,0,4,'002460710202630380212460270'
1,2,106,2.5,1.82,2.73,0,4,'002640070102460530202630010'
1,2,106,2.5,4.85,1.82,0,4,'002640070102460530202630010'
1,2,123,0.55,1.21,0.61,0,4,'102460450202460230002460600'
1,2,56,2.6,1.21,5.46,0,4,'102630720102450390112460470112450050112451070'
1,2,7,2.5,2.73,0.91,0,4,'002640070102460530202630090'
1,2,21,0.9,1.82,0.91,0,4,'002640070202460340'
1,2,33,2.5,3.64,3.64,0,4,'002640070102631230112630760202630380212460270'
1,1,72,1.8,0.3,1.82,0,4,'002460700202460340002460700'
1,1,51,1.9,4.85,2.43,0,4,'102460450102460530102630700202450100202460190'
1,2,72,1.8,0.3,1.82,0,4,'002640070102631230112630760202460340'
1,2,21,2.5,1.82,0.91,0,4,'002460650002460600202460340202460230'
1,1,30,2.4,3.64,3.64,0,4,'002640300012640050102631190112630760102631160112630760202630170212460200'
1,1,7,2.5,0.91,1.82,0,4,'002460600202630090'
1,1,27,2.4,1.21,2.73,0,4,'002640050102630760202630010'
1,3,12,2,2.12,0.91,0,4,'002460600'
1,3,21,1.8,0.455,0.91,0,4,'002460600102460450202460230'
1,3,32,2,1.82,3.64,0,4,'002460710202630380212460270'
1,3,32,2,3.64,3.64,0,4,'002460710202630380212460270'
1,2,12,2.5,2.73,0.91,0,4,'102460450'
1,2,7,2.4,4.55,1.82,0,4,'002640070102460520202630010'
1,2,72,1.8,0.3,3.64,0,4,'002640070102631190112630760202630090'
1,1,44,2,2.73,0.91,0,4,'002640260102460520202460300'
1,1,23,2,2.73,3.64,0,4,'002460660202630380212460270'
1,1,44,2,2.73,0.91,0,4,'002640200102631190112460470202630010'
1,2,7,2.5,0.91,4.55,0,4,'002460720202460340'
1,2,33,2.5,4.55,3.64,0,4,'002460690202630380212460270'
1,2,49,2.5,0.91,4.55,0,4,'002460720202460340'
1,2,21,1.8,0.91,0.91,0,4,'002460600102460450202460230'
1,3,7,2,5.46,0.91,0,4,'002460710202460300'
1,1,90,2.5,3.64,4.55,0,4,'202630380212460270'
1,1,106,2.3,2.73,3.64,0,4,'002460600102460450202630010'
1,1,31,2.1,2.73,1.67,0,4,'002460600102460450202450130'
1,1,8,2.8,3.64,1.06,0,4,'202450100'
1,1,59,2.3,2.73,1.06,0,4,'002460600102460450202450100'
1,1,59,2.6,1.06,6.37,0,4,'002460600102460450202450100'
1,1,90,2.5,2.73,2.73,0,4,'202630380212460270'
1,1,23,2.5,3.64,3.64,0,4,'202630380212460270'
1,1,30,2,2.73,4.55,0,4,'002640200102460520202630010202450100'
1,1,27,2.4,1,0.91,0,4,'202630200212460200002460720'
1,1,29,3.2,1.46,2.275,0,4,'102450310112280260102630570102460410102450310112460180112450050112451070202450130202460300'
1,2,12,2.65,0.91,0.91,0,4,'202460300002460620'
1,2,32,2.65,2.73,2.73,0,4,'202460300002460730'
1,2,90,2.6,3.64,2.73,0,4,'202630380212460270002460710'
1,2,44,1.75,0.345,0.91,0,4,'202460340002460770'
1,2,27,1.85,0.85,1.05,0,4,'102460510202630200212460200002640340012460610'
1,2,81,2.65,0.85,1.48,0,4,'102450300112460180112450050112451070102460510202460340'
1,2,123,0.85,0.91,1.82,0,4,'202460260002460620'
1,1,26,2.8,1.92,1.2,0,4,'102460490102460510202450100'
1,1,26,2.25,1.92,1.92,0,4,'102460490'
1,1,12,1.95,1.92,1.92,0,4,'202460340202630320212460270'
1,1,32,2.7,3.6,3.12,0,4,'002460710202630320212460270'
1,1,7,2.45,1.92,3.12,0,4,'002460710202630010'
1,1,23,2.45,4.08,3.12,0,4,'002460710202630320212460270'
1,1,64,1.75,0.455,1.92,0,4,'002460710102460510202460340'
1,1,81,2.8,7.68,1.2,1.2,4,'102460490302610200312450310202450100'
1,1,60,2.65,3.6,3.84,1.2,4,'102631190112460470102460490302610200312450310002630800202450100'
1,1,60,2.25,4.08,3.84,0,4,'102631190112460470202450100'
1,1,54,1.1,0.242,0.456,0,4,'002460600102460410202460190'
1,1,7,2.35,1.456,6.751,0,4,'002640070202630010'
1,1,32,2.5,3.939,3.939,0,4,'002460710202630320212460270'
1,1,64,2.25,0.65,1.935,0,4,'002460710102460510202460300'
1,1,32,2.5,3.914,2.98,0,4,'102631190112460470002460710202630320212460270'
1,1,7,2.1,3.227,1.143,0,4,'002640070102460510202630010'
1,1,27,2,1.392,1.095,0,4,'002640070102440280112450330102440280112460430112450050112451070112450330102631190112460470202440140212450150'
1,1,29,2.05,1.867,1.867,0,4,'002640360102440280112450330102440280112460430112450050112451070112450330202440140212450150'
1,1,126,1.9,1.847,1.107,0,4,'002640070102460550102631190112460470202630010'
1,1,142,1.7,1.028,1.086,0,4,'202450100'
1,2,26,2.9,6,3.84,0,4,'102460410202460190'
3,1,102,1.9,1.965,0.91,0,4,'002640300012640050102631190112630760202630020'
1,1,21,1.8,1.82,0.455,0,4,'002460600102460450202460190'
1,1,129,2.8,0.91,2.12,0,4,'002450580012450040012451060102450310112460180112450050112451070102450310202450130'
1,1,29,2.8,1.82,2.12,1.2,4,'002640350102450970112450050112450310112451070112460180102440170112460430112450050112451070112450330202440140212450150302440170312450330'
1,1,39,2.5,0.91,2.12,1,4,'002460690302440170312450330102440170112460430112450050112451070112450330202630010'
1,1,27,2.5,0.91,1.21,1,4,'002640300012460610102631190112460470202630170212460200302440170312460430312450050312451070312450330'
1,1,144,2.5,0.91,1.21,0,4,'002640300012460610102631190112460470202630170212460200'
1,1,90,2.9,3.64,2.73,0,4,'002460720202630380212460270'
1,1,123,0.4,0.91,0.91,0,4,'002460600102460450202460190'
1,1,7,2.9,4.55,0.91,0,4,'002460690202630010'
1,1,90,2.9,4.55,3.64,0,4,'002460690202630380212460270'
1,1,90,2.9,3.64,3.64,0,4,'002460690202630380212460270'
1,1,23,2.5,3.64,3.64,0,4,'002460690202630380212460270'
1,1,44,2.1,0.61,1.82,0,4,'002460690'
1,1,127,1.3,1.82,0.455,0,4,'002460690102460520202460300'
1,1,8,2.8,3.64,1.51,0.1,4,'302440170312460430312450050312451070312450330202450190'
1,1,86,0.9,1.63,0.455,0,4,'002460690202460300'
1,1,74,2,3.64,3.64,0,4,'102460510202630010'
1,1,83,2,3.64,1.08,0,4,'102460510202630010'
1,1,7,2,1.08,4.72,0,4,'102460510202630010'
1,2,90,2.45,2.73,3.64,0,4,'002460710202630380212460270'
1,2,90,2.4,2.73,3.64,0,4,'002460710202630380212460270'
1,2,48,2.35,1.365,0.91,0,4,'002460710102460510202460300'
1,2,7,2.15,1.08,2.73,0,4,'002460720102450560112450480112450490112450500112450510102460510202630010'
1,2,12,2.15,1.08,1.82,0,4,'002460720102450560112450480112450490112450500112450510102460510202630010'
1,1,8,2.5,2.9,1.08,0,4,'102460510202450130102460380'
1,1,46,2.2,2.9,3.64,0,4,'102460510202630010'
1,1,44,1.85,2.9,0.91,0,4,'002460650102460510202630010'
1,1,51,1.9,4.85,2.43,0,4,'202450100202460190102460450102460530102630700'
1,1,30,2.3,2.73,4.55,0,4,'002640160202450130202630090102630910102630950102450310002640250'
1,1,90,2.3,3.64,3.64,0,4,'002460710202630380212460270102631190112460470'
1,1,23,2.3,3.64,2.73,0,4,'002460710202630380212460270102631190112460470'
1,1,26,2.6,1.82,1.365,0,4,'102460380202450100002640160'
1,1,21,1.8,0.91,0.91,0,4,'202460230002460600102460450'
1,1,26,2.6,2.73,0.91,0,4,'102460380202450100002640160'
1,1,120,2.5,0.91,2.275,0,4,'002640200202450100102440240112460180112450050112451070112450320102450930112450050112450300112451070112460180'
1,1,49,2.3,1.21,2.73,0,4,'002460710202460340102631190112460470'
1,1,49,2.3,1.21,3.64,0,4,'002460710202460340102631190112460470002460690'
1,2,106,2.5,4.85,1.82,0,4,'002640070202630010102460530'
1,2,106,2.5,1.82,2.73,0,4,'002640070202630010102460530'
1,2,141,1.35,0.3,0.91,0,4,'002460650102460530'
1,2,123,0.55,1.21,0.61,0,4,'002460600202460230102460450'
1,3,33,2.5,3.64,3.64,0,4,'102631230112630760002640070202630380212460270'
1,3,90,2.3,3.03,3.64,0,4,'002460700002460720202460340202630380212460270'
1,3,7,2.3,0.91,4.55,0,4,'102460530002640070202630090'
1,3,21,0.9,1.82,0.91,0,4,'002460600202460340002460650202460230'
1,3,12,2.3,2.73,0.91,0,4,'002460710'
1,3,72,1.8,0.3,1.82,0,4,'102631230112630760002640070202460340'
1,3,72,1.8,0.3,1.82,0,4,'002460700202460340'
1,1,8,2.8,1.21,1.82,0,4,'002640250102631190112460520102460520102450310202450130'
1,1,26,2.4,7.28,3.185,0,4,'002640250102460520102610160112460450102460480202630010'
1,1,21,2.3,1.21,0.91,0,4,'002640070102460520202630090'
1,1,27,2.3,1.21,0.91,0,4,'002640070102460520202630090'
1,1,21,2.3,0.91,1.21,0,4,'002640070102460520202630090'
1,1,12,2.4,0.91,2.73,0,4,'002640070102460520202630090'
1,2,32,2.2,3.64,3.64,0,4,'002460690102450530112450120202630380212460270'
1,2,32,2.2,3.64,3.64,0,4,'002640070102460520202630380212460270'
1,2,21,2.5,0.91,1.82,0,4,'102460520202630090002640070202460300'
1,2,12,2.45,0.91,1.82,0,4,'002640070102450570112450120'
1,2,7,2.45,0.91,1.82,0,4,'002640070102450570112450120102450120202630010'
1,2,32,2.5,3.64,5.76,0,4,'002640070102460520202630380212460270202460300'
1,2,56,2.1,3.64,0.91,0,4,'102630650202631160212460250'
1,2,32,1.97,3.84,4.8,0,4,'202460300202630320212460270102460380002460710'
1,2,32,1.97,1.92,3.84,0,4,'202630320212460270102460380002460710'
1,2,7,2.73,1.82,4.8,0,4,'102460380202460300'
1,1,27,2,0.91,0.91,0,4,'202450130212460200212450050212451070102460510102460380102450310112460180112450050112451070002460630'
1,1,26,2.15,3.84,2.83,0,4,'202630160212460200102631190112460470002640070002640300012460610'
1,1,32,2.3,3.84,2.88,0,4,'202630320212460270102460490102460380'
1,1,8,2.6,2.88,2.83,0,4,'202630160212460200202450130102460510102460490102460380102631190112460470'
1,1,32,2.3,2.88,2.88,0,4,'202630320212460270102460380102460510'
1,1,64,2.3,1.92,0.75,0,4,'102460490202460300'
1,1,64,2.3,2.88,0.75,0,4,'102460490202460300'
1,1,30,2.4,1.82,2.67,0,4,'002610160012460620102630610102610160112460490202460300'
1,2,12,2.4,2.73,0.91,0,4,'002640250102460510202630090'
1,2,33,2.45,3.64,3.64,0,4,'002460690102450530112450120202630380212460200'
1,2,33,2.45,3.64,3.64,0,4,'002460690102450530112450120202630380212460200202630090'
1,1,27,2.1,1.2,1,0,4,'002640130102630890'
4,1,51,3.74,9.1,5.46,0,4,'102630910202450130'
1,1,137,3,1.82,1.82,0,4,'102460470102630650102460380202170010'
1,2,12,2.43,1.365,0.91,0,4,'002640070102450570112450120102460510'
1,2,146,1.15,1.65,1.82,0,4,'002460600102460450202460230'
1,1,8,2.8,1.82,1.82,0,4,'002460690102450530112450120102440010112460430112450050112451070112450330202440010212450140'
1,1,27,2.6,1.365,2.73,0,4,'002640070102450570112450120102440180112460430112450050112451070112450330202440020212450140'
1,1,71,1.75,0.91,1.82,0,4,'002460690102450530112450120202460300'
1,1,32,2.45,3.64,3.64,0,4,'002460690102450530112450120202630380212460200'
1,1,33,2.45,3.64,3.64,0,4,'002460690102450530112450120202630380212460200'
1,1,83,2.5,10.92,0.91,0,4,'002460690102450530112450120202460340'
1,1,44,1.75,0.91,0.91,0,4,'002460690102450530112450120202460230'
1,1,142,3.05,1.365,0.91,0,4,'002450580012450040012451060102450310112460180112450050112451070'
1,1,61,2.45,1.82,0.91,0,4,'002640070102630800202630200212460200'
1,2,27,2.4,1.82,0.91,0,4,'002640070102631190112630760102630200112460480202630200212460200'
1,2,32,2.4,2.73,3.64,0,4,'002460690102450530112450120202630380212460200'
1,1,82,1.75,0.91,0.91,0,4,'002460600102460450202460230'
1,1,12,2.4,1.82,0.91,0,4,'102631190112630760'
1,1,8,2.75,1.82,1.82,0,4,'002640300012640050102631190112630760202440060212450140102440060112460430112450050112451070112450330'
1,1,86,0.5,0.91,1.82,0,4,'002460690102450530112450120202460200'
1,1,147,1.8,0.91,1.82,0,4,'002460690102450530112450120202630010'
1,1,33,2.5,3.64,4.55,0,4,'002640300012640050102631190112630760202630010'
1,1,18,2.5,1.365,2.73,0,4,'002640300012640050102631190112630760202630010'
1,1,31,2.5,2.275,2.73,0,4,'002640070102460510202630010'
1,1,61,2.5,1.82,2.73,0,4,'002640070102631190112630760202630010'
1,1,27,2.5,1.21,1.82,0,4,'002640070102631190112630760202630010'
1,1,12,2.8,0.91,1.82,0,4,'002640300012640050102631190112630760'
1,1,21,2,0.91,0.91,0,4,'002460610102460470202460230'
1,1,21,1.5,0.91,0.91,0,4,'002460610102460470202460230'
1,1,26,2.5,1.82,1.82,0,4,'002640070102460510202630010'
1,1,23,2.5,3.64,6.63,0,4,'002640300012640050102631190112630760202630010'
1,1,30,2.5,3.64,2.47,0,4,'002640300012640050102631190112630760202630010102631160'
1,2,27,2.4,1.82,0.91,0,4,'002640300012640050102631190112630760202630010'
1,2,2,2.5,1.82,0.91,0,4,'002640070102460510202460230'
1,2,149,1.9,0.91,1.82,0,4,'002640300012640050102631190112630760202630010'
1,2,114,2.5,2.73,3.64,0,4,'002640300012640050102631190112630760202630010'
1,2,79,2.5,3.64,0.91,0,4,'002640150102630680102420130112460230202420140212460230'
1,2,114,2.5,2.73,4.55,0,4,'002640300012640050102631190112630760202630010'
1,1,49,2.5,3.64,0.91,0,4,'002460690102450530112450120202630010'
1,1,32,2.5,3.64,3.64,0,4,'002460690102450530112450120202630380212460200'
1,2,123,0.6,0.91,1.82,0,4,'002460650102460510202460230'
1,1,8,2.65,0.91,1.82,0,4,'002640070102460550102440180112460430112450050112451070112450330202440070212450140'
1,1,27,2.4,0.91,1.365,0,4,'002640300012640050102460550302631190312630760202630160212460200'
1,1,23,2.4,3.64,3.64,0,4,'002640300012640050102631190112630760302460550202630010102460630'
1,1,32,2.4,2.73,3.64,0,4,'002460690102450530112450120202630380212460270'
1,1,30,2.4,4.55,2.73,0,4,'002640070102630800102631160102460380202630160212460200202450130'
1,1,7,2.4,1.82,1.365,0,4,'002640110102630800202630010102631190'
1,1,29,2.5,1.82,1.365,0,4,'002610200012450580012450040012451060102610200112450310112460180112450050112451070302440180312460430312450050312451070312450330202440150212450150302440180312450330'
1,1,49,2.4,5.46,1.21,0,4,'002640070102460550202630010'
1,1,33,2.5,3.64,4.85,0,4,'002640300012640050102630800202630440212460200202630010'
1,1,39,2.4,1.82,1.82,0,4,'002640110102630800202630010'
1,2,44,1.8,0.455,1.82,0,4,'002640300012640050102631190112630760202630010'
1,1,8,2.7,1.365,1.365,0,4,'002640070102631190112630760102440010112460430112450050112451070112450330202440010212450140'
1,1,27,2.4,1.82,0.91,0,4,'002640070102631190112630760202630160212460200'
1,1,61,2.4,1.82,1.365,0,4,'002640300012640050102631190112630760202630160212460200'
1,1,29,2.5,1.82,1.82,0,4,'002640350102440170112460430112450050112451070112450330202440160212450150202440170212450140'
1,1,12,2.4,1.82,0.91,0,4,'002640300012640050102631190112630760'
1,1,32,2.4,3.64,2.73,0,4,'002460700102450530112450120202630380212460270'
1,1,83,2.45,0.91,2.73,0,4,'002460700102450530112450120202630010'
1,1,30,2.4,1.82,3.64,0,4,'002640300012640050102631190112630760102440170112630760102631160112630760102630760202630160212460200202631160'
1,2,31,2.45,2.73,2.73,0,4,'002640070102631190112630760202630010'
1,2,21,1.9,0.91,0.91,0,4,'002460620102460490202460260'
1,2,33,2.4,3.64,3.64,0,4,'002640070102631190112630760202630010'
1,2,79,1.1,1.82,4.55,0,4,'202420140102420140102630680'
1,1,80,2.7,2.73,2.73,0,4,'002640200102631190112630760202630160212450160'
1,1,150,2.65,2.73,2.73,0,4,'002640200102631190112630760202630160212450160'
1,1,60,3.1,9.1,5.46,0,4,'002640300012640050102631190112630760202630160212450160'
1,1,82,2.45,0.91,1.82,0,4,'002460600102460450202460230'
1,1,12,2.4,0.91,1.82,0,4,'102631190112630760'
1,1,27,2.45,0.91,1.82,0,4,'002640070102631190112630760202630200212460200'
1,1,8,3.15,1.82,1.82,0,4,'002640300012640050102631190112630760102430020112450310202430010212450130'
1,1,28,1.75,0.91,0.91,0,4,'002460690102631190112630760202630010'
1,1,123,0.7,0.91,0.91,0,4,'002460600102460450202460230'
1,1,123,0.7,0.91,1.82,0,4,'002460600102460450202460230'
1,1,19,2.75,3.64,2.73,0,4,'102631190112630760202630010002640300012640050'
1,1,7,2.65,0.91,1.82,0,4,'002640300012640050102631190112630760202630010'
1,1,10,2.8,1.82,3.64,0,4,'002640300012640050102631190112630760202630010'
1,1,152,1.75,0.91,1.82,0,4,'002640300012640050202630010102631190112630760'
1,1,23,2.75,3.64,2.73,0,4,'102631190112630760202630010002640300012640050'
1,2,16,2.4,1.82,3.64,0,4,'002640300012640050102631190112630760202630010'
1,2,90,2.5,3.64,3.64,0,4,'002460690102631190112630760202630380212460200'
1,2,27,2.5,0.91,1.82,0,4,'002640300012640050102631190112630760202630200212460200'
1,2,61,2.4,1.82,2.73,0,4,'002640300012640050102631190112630760202630200212460200'
1,2,154,2.4,1.82,2.73,0,4,'002640300012640050102610160112460450202630010'
1,2,90,2.6,3.64,2.73,0,4,'002460690102631190112630760202630380212460200'
1,2,123,0.55,0.91,0.91,0,4,'002460600102460450202460230'
1,2,33,2.7,3.64,3.64,0,4,'002640300012640050102631190112630760202630010'
1,2,155,2.5,3.64,0.91,0,4,'002460600102460450202460230'
1,2,123,0.7,0.91,0.91,0,4,'002460600102460450202460230'
1,2,64,1.8,0.91,1.82,0,4,'002640300012640050102631190112630760202630010'
1,2,123,0.7,0.91,1.82,0,4,'002460600102460450202460230'
1,2,33,2.6,5.46,3.64,0,4,'002640300012640050102631190112630760202630010'
1,2,64,1.8,0.91,1.82,0,4,'202630010102631190112630760002640300012640050'
1,2,56,2.6,1.82,5.46,0,4,'002640160102630680202420140212420260102420140112420260'
1,1,21,0.75,0.455,1.82,0,4,'002460610102460450202460230'
1,1,8,2.4,1.82,4.55,0,4,'002640070102450570102460550102440240112450330202440050212450140202630160212460200202460300'
1,1,23,2.75,3.64,3.64,0,4,'002460690102450530202630380212460200'
1,1,155,1.75,0.91,1.82,0,4,'002460610102450530202460230'
1,1,86,0.75,0.455,1.82,0,4,'002460690102450530202460300'
1,1,134,1.75,0.91,0.91,0,4,'002460610102450530202460230'
1,1,21,0.75,0.91,0.91,0,4,'002460610102460450202460230'
1,1,28,1.75,0.91,0.91,0,4,'002460690102450530202630010'
1,1,21,0.35,0.91,0.91,0,4,'002460610102460450202460230'
1,1,30,2.65,3.64,3.64,0,4,'002640250102630800102631160112450310202630010'
1,1,27,2.75,1.365,0.91,0,4,'002460650102450570102440180112450330202440060212450140'
1,1,99,2.4,0.2,0.5,0,4,'102460450202460230'
1,1,83,2.95,1.2,6.37,0,4,'102450570202630160212460200'
1,1,32,2.75,3.64,3.64,0,4,'002460690102450530202630380212460200'
1,1,39,2.65,1.82,1.82,0,4,'002460650102460510102440180112450330202630160212460200'
1,1,29,2.65,1.82,1.82,0,4,'002450600012450040012451060102440180112450330202440020212450140'
1,1,7,2.75,1.82,0.91,0,4,'002460690102450570102450310202460340'
1,1,157,2.9,1.82,1.82,0,4,'002640250102460510102450310102631160112450310'
1,1,157,2.9,4.55,7.28,0,4,'002640250102460510102450310102631160112450310'
1,1,158,2.6,12.74,0.91,0,4,'002630670102440250112450330'
1,2,19,2.45,3.64,2.73,0,4,'002640070102630800202630090'
1,2,21,2.45,0.91,0.91,0,4,'002460610102460450202460230'
1,2,21,1.75,0.455,0.91,0,4,'002460610102450120202460300'
1,2,49,2.65,3.64,0.91,0,4,'002460690102450530202630010'
1,2,32,2.65,3.64,3.64,0,4,'002460690102450530202630380212460200'
