symbol,width,height,unit,amount,ups
24,0,0,30,1,'0271172002720220'
24,0,0,30,1,'0271178002720220'
24,0,0,30,1,'0271178002720200'
18,0,0,85,1,'02710500'
17,0,0,85,1,'02710450'
16,0,0,30,1,'02710130'
288,0,0,90,1,'02750310'
288,0,0,10,1,'02760220'
291,0,0,90,1,'02740060'
290,0,0,90,1,'02740110'
295,0,0,30,1,'02761410'
292,0,0,85,1,'02740880'
290,0,0,90,1,'02740120'
288,0,0,10,7,'02760220'
288,0,0,10,7.5,'02760220'
288,0,0,10,8,'02760220'
288,0,0,10,1.3,'02760220'
5,0,0,90,1,'02810100'
5,0,0,90,4,'02810100'
5,0,0,10,1.77,'02820120'
5,0,0,10,3.49,'02820120'
5,0,0,10,0.3,'02820120'
5,0,0,10,0.4,'02820120'
7,0,0,30,1,'02821420'
7,0,0,30,1,'02821410'
5,0,0,10,3.54,'02820120'
5,0,0,10,0.54,'02820120'
5,0,0,10,1.27,'02820120'
5,0,0,10,3.98,'02820120'
5,0,0,10,1.9,'02820120'
5,0,0,10,0.32,'02820120'
5,0,0,10,0.2,'02820120'
5,0,0,10,4.15,'02820120'
5,0,0,10,5.77,'02820120'
5,0,0,10,1.97,'02820120'
5,0,0,10,4.10,'02820120'
5,0,0,10,3.31,'02820120'
9,0,0,30,1,'02822290'
9,0,0,30,1,'02822300'
5,0,0,10,3.860,'02820120'
5,0,0,10,0.230,'02820120'
10,0,0,30,1,'02821240'
189,0,0,30,1,'02830261'
191,0.75,1,85,1,'02830020'
180,0,0,30,1,'02830210'
166,0,0,10,0.300,'02770100'
166,0,0,10,0.3,'02770100'
172,0,0,30,1,'02770010'
204,0.6,1.8,30,1,'02780040'
202,0.6,0.9,30,1,'02780090'
207,0.4,2.5,30,1,'02780150'
208,0,0,30,1,'02780220'
204,0.6,1.2,30,1,'02780020'
199,0.75,0.6,30,1,'02780060'
97,0,0,60,1,'02850030'
97,0,0,60,1,'02850040'
303,1.2,0.63,15,0.756,'02170020'
303,0.60,1.3,15,0.78,'02170020'
303,0.9,1.82,15,1.638,'02170020'
24,0,0,30,1,'0271175002720200'
25,0,0,30,1,'0271160002720200'
22,0,0,30,1,'0271128002720200'
23,0,0,30,1,'0271128002720200'
21,0,0,30,1,'0271141002720200'
24,0,0,30,1,'0271173002720200'
24,0,0,30,1,'0271176002720200'
14,0,0,30,1,'02710780'
12,0,0,30,1,'02710650'
25,0,0,30,1,'0271166002720200'
25,0,0,30,1,'0271162002720200'
16,0,0,30,1,'02710160'
18,0,0,85,1,'02710440'
17,0,0,85,1,'02710450'
13,0,0,30,1,'02710520'
288,0,0,90,1,'02750310'
288,0,0,10,17.20,'02760220'
288,0,0,10,4.75,'02760220'
291,0,0,90,1,'02740060'
290,0,0,90,1,'02740100'
290,0,0,90,1,'02740090'
290,0,0,90,1,'02740110'
292,0,0,85,1,'02740770'
5,0,0,90,1,'02810100'
5,0,0,10,8.460,'02820130'
5,0,0,10,4.740,'02820130'
5,0,0,10,3.300,'02820130'
5,0,0,10,7.660,'02820130'
7,0,0,30,1,'02821410'
180,0,0,30,1,'02830230'
189,0,0,30,1,'0283029002830261'
182,0,0,30,1,'02830150'
166,0,0,10,0.3,'02770100'
166,0,0,10,1.920,'02770100'
172,0,0,30,1,'02770010'
205,0,0,30,1,'02780190'
207,1.4,0.4,30,1,'02780140'
207,0.4,2,30,1,'02780150'
207,1,0.4,30,1,'02780120'
204,0.65,1.5,30,1,'02780030'
199,0.6,0.6,30,1,'02780050'
202,0.6,0.6,30,1,'02780090'
95,0,0,60,1,'02850420'
97,0,0,60,1,'02850030'
97,0,0,60,1,'02850050'
303,1.3,0.45,15,0.585,'02170020'
303,1.15,0.45,15,0.517,'02170020'
22,0,0,30,1,'0271128002720200'
23,0,0,30,1,'0271128002720200'
23,0,0,30,1,'0272020002711280'
25,0,0,30,1,'0272020002711600'
24,0,0,30,1,'0272020002711720'
13,0,0,30,1,'02710520'
17,0,0,85,1,'02710450'
21,0,0,30,1,'0271138002720200'
25,0,0,30,1,'0271160002720200'
25,0,0,30,1,'0271161002720200'
25,0,0,30,1,'0271166002720200'
24,0,0,30,1,'0272020002711730'
24,0,0,30,1,'0271173002720200'
24,0,0,30,1,'0271172002720200'
24,0,0,30,1,'0271176002720200'
24,0,0,30,1,'0271178002720200'
24,0,0,30,1,'0272020002711760'
16,0,0,30,1,'02710200'
16,0,0,30,1,'02710130'
288,0,0,10,0.3,'02760220'
288,0,0,10,1.2,'02760220'
288,0,0,10,14.8,'02760220'
288,0,0,90,1,'02750310'
288,0,0,10,3,'02760220'
291,0,0,90,1,'02740060'
291,0,0,90,1,'02740140'
291,0,0,90,1,'02740040'
288,0,0,10,0.400,'02760220'
295,0,0,30,1,'02761410'
302,0,0,85,1,'02740770'
5,0,0,90,1,'02810100'
5,0,0,10,4.220,'02820130'
10,0,0,30,1,'02821230'
5,0,0,10,11.000,'02820130'
5,0,0,10,0.400,'02820130'
5,0,0,10,1.4,'02820130'
5,0,0,10,1.1,'02820130'
5,0,0,10,1.760,'02820130'
176,0,0,85,1,'02830410'
191,0.7,1,85,1,'02830080'
184,0,0,30,1,'02830321'
188,0,0,30,1,'02830281'
166,0,0,10,0.3,'02770100'
165,0,0,30,1,'02770020'
166,0,0,10,2.3,'02770100'
172,0,0,30,1,'02770010'
205,0,0,30,1,'02780190'
208,0,0,30,1,'02780270'
208,0,0,30,1,'02780240'
207,1,0.4,30,1,'02780120'
207,0.75,0.4,30,1,'02780160'
199,0.497,0.605,30,1,'02780050'
202,0.6,0.6,30,1,'02780090'
204,0.55,0.79,30,1,'02780010'
204,1.8,0.6,30,1,'02780030'
303,0.6,1.43,15,0.858,'02170020'
303,0.41,1.12,15,0.459,'02170020'
23,0,0,30,1,'0271134002720230'
24,0,0,30,1,'0271175002720230'
303,1.6,0.5,15,0.8,'02170020'
23,0,0,30,1,'0271128002720200'
24,0,0,30,1,'0271172002720200'
24,0,0,30,1,'0271173002720200'
24,0,0,30,1,'0271175002720200'
25,0,0,30,1,'0271161002720200'
22,0,0,30,1,'0271128002720200'
16,0,0,30,1,'02710150'
21,0,0,30,1,'0271139002720200'
25,0,0,30,1,'0271160002720200'
21,0,0,30,1,'0271148002720200'
17,0,0,85,1,'02710450'
288,0,0,90,1,'02750310'
288,0,0,10,3.3,'02760220'
288,0,0,10,2.1,'02760220'
288,0,0,10,10.2,'02760220'
291,0,0,90,1,'02740060'
5,0,0,90,1,'02810100'
5,0,0,10,9.7,'02820120'
5,0,0,10,1.9,'02820120'
5,0,0,10,6.9,'02820120'
5,0,0,10,0.9,'02820120'
10,0,0,30,1,'02821230'
5,0,0,10,1.6,'02820120'
188,0,0,30,1,'02830360'
172,0,0,30,1,'02770010'
204,0.6,1.8,30,1,'02780040'
204,1.688,0.458,30,1,'02780040'
303,0.3,1.05,15,0.315,'02170040'
23,0,0,30,1,'0271128002720200'
23,0,0,30,1,'0271131002720220'
22,0,0,30,1,'0271131002720220'
13,0,0,30,1,'02710521'
25,0,0,30,1,'0271160002720200'
24,0,0,30,1,'0271172002720200'
24,0,0,30,1,'0271178002720200'
24,0,0,30,1,'0271173002720220'
24,0,0,30,1,'0271175002720220'
16,0,0,30,1,'02710150'
16,0,0,30,1,'02710130'
22,0,0,30,1,'0271128002720200'
17,0,0,85,1,'02710450'
18,0,0,85,1,'02710500'
25,0,0,30,1,'0271166002720200'
24,0,0,30,1,'0271176002720200'
21,0,0,30,1,'0271138002720220'
25,0,0,30,1,'0271165002720220'
288,0,0,90,1,'02750310'
291,0,0,90,1,'02740060'
290,0,0,90,1,'02740100'
302,0,0,85,1,'02740770'
288,0,0,10,0.3,'02760220'
288,0,0,10,0.30,'02760220'
288,0,0,10,1.5,'02760220'
292,0,0,85,1,'02740790'
5,0,0,90,1,'02810100'
5,0,0,10,5.3,'02820120'
188,0,0,30,1,'02830360'
186,0,0,30,1,'02830140'
181,0,0,30,1,'02830150'
191,0.72,0.92,85,1,'02830070'
166,0,0,10,0.85,'02770100'
166,0,0,10,0.25,'02770100'
166,0,0,10,0.3,'02770100'
166,0,0,10,1.300,'02770100'
167,0,0,30,1,'02770050'
166,0,0,10,0.5,'02770100'
166,0,0,10,0.4,'02770100'
172,0,0,30,1,'02770010'
166,0,0,10,0.60,'02770100'
166,0,0,10,2.4,'02770100'
203,0,0,30,1,'02780180'
204,1.2,0.55,30,1,'02780020'
202,0.67,0.55,30,1,'02780090'
97,0,0,60,1,'02850030'
303,0.51,3.94,15,2.009,'02170010'
303,0.105,0.105,15,2.566,'02170010'
23,0,0,30,1,'02720200'
22,0,0,30,1,'02720200'
22,0,0,30,1,'027112800272020002640460'
22,0,0,30,1,'02640460'
24,0,0,30,1,'0271172002720200'
24,0,0,30,1,'02711720'
24,0,0,30,1,'02720200'
24,0,0,30,1,'0271174002720200'
24,0,0,30,1,'0271175002720200'
25,0,0,30,1,'02720200'
16,0,0,30,1,'02710130'
16,0,0,30,1,'02710160'
16,0,0,30,1,'02710170'
12,0,0,30,1,'02710650'
21,0,0,30,1,'02720200'
13,0,0,30,1,'02710520'
17,0,0,85,1,'02710480'
18,0,0,85,1,'02710500'
5,0,0,10,0.33,'02820120'
5,0,0,10,8.531,'02820130'
5,0,0,10,0.997,'02820120'
5,0,0,10,6.1,'02820130'
5,0,0,10,9.7,'02820130'
7,0,0,30,1,'02821410'
10,0,0,30,1,'02821250'
191,0.8,0.7,85,1,'02830010'
190,0,0,30,1,'02830261'
181,0,0,30,1,'02830170'
181,0,0,30,1,'02830180'
204,1.05,0.55,30,1,'02780010'
199,0.55,0.6,30,1,'02780050'
199,0.699,0.55,30,1,'02780090'
207,1.2,0.3,30,1,'02780130'
207,0.75,0.3,30,1,'02780160'
205,0,0,30,1,'02780190'
208,0,0,30,1,'02780240'
97,0,0,60,1,'02850030'
97,0,0,60,1,'02850040'
22,0,0,30,1,'0271128002720200'
23,0,0,30,1,'0271128002720200'
22,0,0,30,1,'0271131002720220'
21,0,0,30,1,'0271147002720220'
25,0,0,30,1,'0271161002720220'
24,0,0,30,1,'0271173002720220'
25,0,0,30,1,'0271160002720220'
24,0,0,30,1,'0271178002720220'
23,0,0,30,1,'0271131002720220'
24,0,0,30,1,'0271172002720220'
24,0,0,30,1,'0271176002720220'
25,0,0,30,1,'0271166002720220'
24,0,0,30,1,'0271174002720220'
16,0,0,30,1,'02710180'
12,0,0,30,1,'02710650'
25,0,0,30,1,'0271162002720220'
16,0,0,30,1,'02710310'
16,0,0,30,1,'02710190'
25,0,0,30,1,'02720220'
16,0,0,30,1,'02710150'
13,0,0,30,1,'02710521'
24,0,0,30,1,'0271172002720200'
25,0,0,30,1,'0271166002720200'
24,0,0,30,1,'0271173002720200'
25,0,0,30,1,'0271160002720200'
25,0,0,30,1,'0271161002720200'
25,0,0,30,1,'0271162002720200'
19,0,0,30,1,'02710390'
17,0,0,85,1,'02710450'
18,0,0,85,1,'02710500'
24,0,0,30,1,'0271175002720200'
21,0,0,30,1,'0271140002720220'
24,0,0,30,1,'0271176002720200'
24,0,0,30,1,'0271178002720200'
288,0,0,90,1,'02750310'
288,0,0,10,0.25,'02760220'
288,0,0,10,0.35,'02760220'
288,0,0,10,1.100,'02760220'
288,0,0,10,0.3,'02760220'
290,0,0,90,1,'02740110'
292,0,0,85,1,'02740880'
291,0,0,90,1,'02740010'
291,0,0,90,1,'02740040'
297,0,0,90,1,'02740080'
294,0,0,30,1,'02740160'
288,0,0,10,22.0,'02760220'
300,0,0,90,1,'02740140'
5,0,0,90,2,'02810100'
5,0,0,90,1,'02810100'
5,0,0,90,3,'02810100'
5,0,0,10,0.67,'02820130'
5,0,0,10,10.993,'02820130'
5,0,0,10,4.206,'02820130'
5,0,0,10,8.64,'02820130'
9,0,0,30,1,'02822720'
9,0,0,30,1,'02822690'
9,0,0,30,1,'02822290'
9,0,0,30,1,'02822300'
189,0,0,30,1,'0283026102830300'
189,0,0,30,1,'02830261'
181,0,0,30,1,'02830180'
180,0,0,30,1,'02830190'
166,0,0,10,0.9,'02770100'
166,0,0,10,0.2,'02770100'
165,0,0,30,1,'02770020'
166,0,0,10,7.95,'02770100'
166,0,0,10,1.150,'02770100'
166,0,0,10,1.200,'02770100'
166,0,0,10,1,'02770100'
204,1.8,0.55,30,1,'02780040'
207,3.4,0.367,30,1,'02780150'
97,0,0,60,1,'02850030'
97,0,0,60,1,'02850040'
303,0.8,1.5,15,1.2,'0244001012450140'
303,0.805,2.203,15,1.980,'02450130'
303,0.850,1.81,15,1.538,'02450130'
303,0.854,5.859,15,6.533,'02170020'
303,3.5,2.43,15,8.505,'02880060'
303,1.65,2.050,15,3.382,'0244001012450140'
23,0,0,30,1,'0271128002720200'
12,0,0,30,1,'02710650'
16,0,0,30,1,'02710190'
16,0,0,30,1,'02710150'
16,0,0,30,1,'02710140'
16,0,0,30,1,'02710310'
13,0,0,30,1,'02710521'
23,0,0,30,1,'0271131002720220'
22,0,0,30,1,'0271131002720220'
21,0,0,30,1,'0271147002720220'
21,0,0,30,1,'0271140002720220'
24,0,0,30,1,'0271173002720220'
24,0,0,30,1,'0271178002720220'
24,0,0,30,1,'0271172002720220'
24,0,0,30,1,'0271176002720220'
24,0,0,30,1,'0271174002720220'
25,0,0,30,1,'0271161002720220'
25,0,0,30,1,'0271160002720220'
25,0,0,30,1,'0271166002720220'
25,0,0,30,1,'02720220'
25,0,0,30,1,'0271162002720220'
22,0,0,30,1,'0271128002720200'
24,0,0,30,1,'0271172002720200'
24,0,0,30,1,'0271173002720200'
24,0,0,30,1,'0271176002720200'
24,0,0,30,1,'0271178002720200'
24,0,0,30,1,'0271175002720200'
18,0,0,85,1,'02710500'
25,0,0,30,1,'0271166002720200'
25,0,0,30,1,'0271160002720200'
25,0,0,30,1,'0271161002720200'
25,0,0,30,1,'0271162002720200'
17,0,0,85,1,'02710450'
19,0,0,30,1,'02710390'
288,0,0,90,1,'02750310'
290,0,0,90,1,'02740110'
288,0,0,10,15.90,'02760220'
288,0,0,10,0.50,'02760220'
291,0,0,90,1,'02740010'
288,0,0,10,7.000,'02760220'
292,0,0,85,1,'02740880'
300,0,0,90,1,'02740140'
291,0,0,90,1,'02740040'
297,0,0,90,1,'02740080'
288,0,0,10,2.80,'02760220'
288,0,0,10,0.80,'02760220'
288,0,0,10,2.40,'02760220'
288,0,0,10,0.500,'02760220'
294,0,0,30,1,'02740160'
5,0,0,90,3,'02810100'
5,0,0,90,1,'02810100'
5,0,0,10,2.10,'02820130'
5,0,0,10,3.900,'02820130'
5,0,0,10,1.600,'02820130'
5,0,0,10,9.80,'02820130'
5,0,0,10,6.800,'02820130'
9,0,0,30,1,'02822280'
9,0,0,30,1,'02822300'
9,0,0,30,1,'02822690'
9,0,0,30,1,'02822720'
5,0,0,90,2,'02810100'
189,0,0,30,1,'02830261'
189,0,0,30,1,'0283026102830300'
181,0,0,30,1,'02830180'
180,0,0,30,1,'02830190'
165,0,0,30,1,'02770020'
166,0,0,10,1.200,'02770100'
166,0,0,10,1.150,'02770100'
166,0,0,10,9.000,'02770100'
166,0,0,10,1,'02770100'
166,0,0,10,0.2,'02770100'
204,1.8,0.55,30,1,'02780040'
207,3.4,0.37,30,1,'02780150'
95,0,0,60,1,'02850460'
96,0,0,10,4.606,'02850490'
96,0,0,10,0.90,'02850490'
97,0,0,60,1,'02850270'
97,0,0,60,1,'02850030'
97,0,0,60,1,'02850040'
97,0,0,60,1,'02850010'
303,1.82,1.86,15,3.385,'02170020'
303,1.82,1.86,15,3.385,'02450140'
303,0.905,2.275,15,2.058,'02450140'
303,3.517,2.275,15,8.002,'02170020'
303,0.905,2.275,15,2.058,'02440010'
303,1.365,2.275,15,3.105,'02450130'
303,1.248,2.275,15,2.838,'02450130'
303,1.820,1.86,15,3.385,'02440010'
303,3.5,2.43,15,8.505,'02880060'
23,0,0,30,1,'02720050'
22,0,0,30,1,'02720050'
24,0,0,30,1,'02720050'
25,0,0,30,1,'02720050'
13,0,0,30,1,'02710520'
16,0,0,30,1,'02710140'
18,0,0,85,1,'02710500'
288,0,0,90,1,'02750080'
291,0,0,90,1,'02740060'
189,0,0,30,1,'02830260'
169,0,0,30,1,'02770010'
166,0,0,10,1,'02770100'
166,0,0,10,0.15,'02770100'
167,0,0,10,1,'02770100'
202,1.05,0.55,30,1,'02780090'
204,1.7,0.55,30,1,'02780040'
199,0.7,0.55,30,1,'02780060'
21,0,0,30,1,'0271138002720200'
303,0.15,18.900,15,1.417,'02170010'
24,0,0,30,1,'0271176002720220'
24,0,0,30,1,'0271173002720220'
21,0,0,30,1,'0271139002720220'
24,0,0,30,1,'0271172002720220'
25,0,0,30,1,'0271165002720220'
25,0,0,30,1,'0271160002720220'
22,0,0,30,1,'0271131002720220'
25,0,0,30,1,'0271162002720220'
17,0,0,85,1,'02710470'
97,0,0,60,1,'02850060'
303,8.16,0.35,15,2.856,'02170010'
303,8.160,0.150,15,0.612,'02170010'
303,4.660,0.050,15,0.116,'02170010'
303,0.15,18.900,15,1.417,'02170010'
303,0.83,4.66,15,3.867,'02170010'
303,1.19,0.6,15,0.714,'02170010'
303,2.4,0.46,15,1.104,'02170010'
303,2.98,0.46,15,1.37,'02170010'
303,0.15,18.900,15,1.417,'02170010'
24,0,0,30,1,'0271176002720220'
24,0,0,30,1,'0271173002720220'
21,0,0,30,1,'0271139002720220'
24,0,0,30,1,'0271172002720220'
25,0,0,30,1,'0271165002720220'
25,0,0,30,1,'0271160002720220'
22,0,0,30,1,'0271131002720220'
25,0,0,30,1,'0271162002720220'
17,0,0,85,1,'02710470'
97,0,0,60,1,'02850060'
303,8.16,0.35,15,2.856,'02170010'
303,8.160,0.150,15,0.612,'02170010'
303,4.660,0.050,15,0.116,'02170010'
303,0.15,18.900,15,1.417,'02170010'
303,0.83,4.66,15,3.867,'02170010'
303,1.19,0.6,15,0.714,'02170010'
303,2.4,0.46,15,1.104,'02170010'
303,2.98,0.46,15,1.37,'02170010'
25,0,0,30,1,'0271166002720200'
24,0,0,30,1,'0271175002720200'
24,0,0,30,1,'0271173002720200'
22,0,0,30,1,'0271128002720200'
24,0,0,30,1,'0271176002720200'
24,0,0,30,1,'0271176002720220'
24,0,0,30,1,'0271173002720220'
21,0,0,30,1,'0271139002720220'
24,0,0,30,1,'0271172002720220'
25,0,0,30,1,'0271165002720220'
25,0,0,30,1,'0271160002720220'
22,0,0,30,1,'0271131002720220'
25,0,0,30,1,'0271162002720220'
24,0,0,30,1,'0271178002720200'
12,0,0,30,1,'02720200'
17,0,0,85,1,'02710470'
288,0,0,90,1,'02750310'
288,0,0,10,0.2,'02760220'
288,0,0,10,0.15,'02760220'
294,0,0,30,1,'02740160'
288,0,0,10,0.6,'02760220'
288,0,0,10,0.26,'02760220'
288,0,0,10,0.30,'02760220'
288,0,0,10,1.78,'0276166002740471'
290,0,0,90,1,'02740100'
288,0,0,10,1.6,'0276166002740471'
291,0,0,90,1,'02740060'
291,0,0,90,1,'02740020'
5,0,0,10,0.70,'02761880'
5,0,0,90,1,'02810100'
5,0,0,10,1.140,'02820150'
7,0,0,30,1,'02821410'
5,0,0,10,0.35,'02800030'
190,0,0,30,1,'02830350'
184,0,0,30,1,'02830380'
192,0.7,0.8,85,1,'02830010'
166,0,0,10,0.1,'02770100'
166,0,0,10,0.35,'02770100'
166,0,0,10,1.180,'02770100'
166,0,0,10,0.60,'02770100'
166,0,0,10,0.15,'02770100'
166,0,0,10,0.4,'02770100'
166,0,0,10,1.97,'02770100'
166,0,0,10,6.87,'02770100'
167,0,0,10,1.2,'02770100'
166,0,0,10,4.05,'02770100'
166,0,0,10,1.82,'02770100'
167,0,0,10,1,'02770100'
166,0,0,10,2.63,'02770100'
167,0,0,10,0.45,'02770100'
172,0,0,30,1,'02770010'
202,0.7,0.543,30,1,'02780090'
204,1.05,0.55,30,1,'02780010'
204,0.55,0.75,30,1,'02780010'
97,0,0,60,1,'02850060'
303,4.660,0.050,15,0.116,'02170010'
303,0.15,18.900,15,1.417,'02170010'
303,18.9,0.35,15,6.615,'02170010'
303,0.83,4.66,15,3.867,'02170010'
303,1.19,0.6,15,0.714,'02170010'
303,2.4,0.46,15,1.104,'02170010'
303,2.98,0.46,15,1.37,'02170010'
303,6.93,0.26,15,1.801,'02170010'
303,1.4,0.5,15,0.7,'02170010'
22,0,0,30,1,'0271128002720200'
24,0,0,30,1,'0271172002720200'
24,0,0,30,1,'0271174002720200'
24,0,0,30,1,'0271173002720200'
25,0,0,30,1,'0271161002720200'
25,0,0,30,1,'0271160002720200'
21,0,0,30,1,'0271137002720200'
16,0,0,30,1,'02710310'
16,0,0,30,1,'02710140'
17,0,0,85,1,'02710480'
14,0,0,30,1,'02710780'
23,0,0,30,1,'0271128002720200'
22,0,0,30,1,'0271134002720230'
25,0,0,30,1,'0271160002720230'
24,0,0,30,1,'0271176002720200'
13,0,0,30,1,'02710521'
288,0,0,90,1,'02750310'
291,0,0,90,1,'02740040'
292,0,0,85,1,'02740820'
288,0,0,10,0.26,'02760290'
288,0,0,10,0.18,'02760290'
288,0,0,10,0.52,'02760290'
290,0,0,90,1,'02740110'
288,0,0,10,4.03,'02760290'
288,0,0,10,2.18,'02760290'
295,0,0,30,1,'02761410'
288,0,0,10,2,'02760290'
5,0,0,90,1,'02810100'
9,0,0,30,1,'02822290'
5,0,0,10,5.11,'02820130'
5,0,0,10,0.6,'02820130'
5,0,0,10,3.43,'02820130'
9,0,0,30,1,'02822300'
5,0,0,10,1.37,'02820130'
9,0,0,30,1,'02822260'
5,0,0,10,4.420,'02820130'
5,0,0,10,1.18,'02820130'
191,0.9,1.7,85,1,'02830130'
189,0,0,30,1,'0283026102830300'
182,0,0,30,1,'02830140'
165,0,0,30,1,'02770020'
167,0,0,10,0.400,'02770100'
166,0,0,10,1.9,'02770100'
167,0,0,10,0.4,'02770100'
166,0,0,10,0.1,'02770100'
199,0.55,0.6,30,1,'02780090'
199,0.55,1.35,30,1,'02780020'
303,1.48,0.6,15,0.888,'02170020'
303,0.75,0.1,15,0.075,'02170020'
304,0.75,0.5,30,1,'05907910'
303,5.76,0.6,15,3.456,'02170020'
24,0,0,30,1,'0271172002720200'
22,0,0,30,1,'0271128002720200'
13,0,0,30,1,'02710521'
24,0,0,30,1,'0271174002720200'
24,0,0,30,1,'0271173002720200'
25,0,0,30,1,'0271160002720200'
17,0,0,85,1,'02710480'
14,0,0,30,1,'02710780'
22,0,0,30,1,'0271134002720230'
25,0,0,30,1,'0271160002720230'
23,0,0,30,1,'0271128002720200'
25,0,0,30,1,'0271161002720200'
16,0,0,30,1,'02710310'
16,0,0,30,1,'02710140'
24,0,0,30,1,'0271176002720200'
21,0,0,30,1,'0271137002720200'
288,0,0,90,1,'02750310'
292,0,0,85,1,'02740820'
288,0,0,10,0.26,'02760290'
288,0,0,10,0.18,'02760290'
288,0,0,10,0.52,'02760290'
290,0,0,90,1,'02740110'
288,0,0,10,4.03,'02760290'
288,0,0,10,2.13,'02760290'
295,0,0,30,1,'02761410'
291,0,0,90,1,'02740040'
288,0,0,10,0.16,'02760290'
288,0,0,10,0.6,'02760290'
5,0,0,90,1,'02810100'
9,0,0,30,1,'02822260'
5,0,0,10,4.420,'02820130'
5,0,0,10,1.37,'02820130'
9,0,0,30,1,'02822290'
9,0,0,30,1,'02822300'
5,0,0,10,2.790,'02820130'
5,0,0,10,0.82,'02820130'
5,0,0,10,3.99,'02820130'
182,0,0,30,1,'02830140'
189,0,0,30,1,'0283026102830300'
191,0.9,1.7,85,1,'02830130'
167,0,0,10,0.400,'02770100'
167,0,0,10,0.4,'02770100'
166,0,0,10,1.900,'02770100'
166,0,0,10,0.1,'02770100'
165,0,0,30,1,'02770020'
199,0.55,1.35,30,1,'02780020'
199,0.55,0.6,30,1,'02780090'
303,5.76,0.6,15,3.456,'02170020'
303,1.92,0.5,15,0.96,'02170020'
22,0,0,30,1,'0271134002720230'
24,0,0,30,1,'0271177002720230'
303,1.82,0.3,15,0.546,'02170020'
23,0,0,30,1,'0271128002720200'
22,0,0,30,1,'0271134002720230'
22,0,0,30,1,'0271128002720200'
12,0,0,30,1,'02710650'
21,0,0,30,1,'0271141002720200'
25,0,0,30,1,'0271160002720200'
25,0,0,30,1,'0271161002720200'
25,0,0,30,1,'0271166002720200'
24,0,0,30,1,'0271173002720200'
24,0,0,30,1,'0271176002720200'
24,0,0,30,1,'0271172002720200'
24,0,0,30,1,'0271175002720200'
16,0,0,30,1,'02710170'
16,0,0,30,1,'02710180'
13,0,0,30,1,'02710521'
14,0,0,30,1,'02710780'
25,0,0,30,1,'0271166002720230'
24,0,0,30,1,'0271178002720200'
17,0,0,85,1,'02710490'
11,0,0,30,1,'02720200'
288,0,0,10,3.750,'02760290'
291,0,0,90,1,'02740040'
290,0,0,90,1,'02740110'
291,0,0,90,1,'02740060'
291,0,0,30,1,'02761410'
301,0,0,90,1,'02750310'
10,0,0,30,1,'02821240'
5,0,0,10,1.85,'02820120'
5,0,0,10,0.54,'02820120'
5,0,0,10,7.420,'02820120'
192,0.858,1.715,85,1,'02830130'
180,0,0,30,1,'02830210'
190,0,0,30,1,'02830350'
184,0,0,30,1,'02830380'
166,0,0,10,1.500,'02770100'
167,0,0,10,0.5,'02770100'
166,0,0,10,5.5,'02770100'
166,0,0,10,0.30,'02770100'
172,0,0,30,1,'02770010'
167,0,0,10,1.500,'02770100'
205,0,0,30,1,'02780190'
204,0.55,1.8,30,1,'02780040'
204,0.55,0.6,30,1,'02780090'
207,0.3,2,30,1,'02780150'
208,0,0,30,1,'02780270'
208,0,0,30,1,'02780210'
96,0,0,10,0.490,'02850490'
97,0,0,60,1,'02850050'
97,0,0,60,1,'02850030'
96,0,0,10,0.600,'02850490'
96,0,0,10,2.760,'02850480'
303,1.094,0.902,15,3.251,'02170020'
303,1.21,5.46,15,6.606,'05400910'
23,0,0,30,1,'0271128002720200'
22,0,0,30,1,'0271134002720230'
22,0,0,30,1,'0271128002720200'
12,0,0,30,1,'02710650'
21,0,0,30,1,'0271141002720200'
25,0,0,30,1,'0271160002720200'
25,0,0,30,1,'0271161002720200'
25,0,0,30,1,'0271166002720200'
24,0,0,30,1,'0271173002720200'
24,0,0,30,1,'0271176002720200'
24,0,0,30,1,'0271172002720200'
24,0,0,30,1,'0271175002720200'
16,0,0,30,1,'02710170'
16,0,0,30,1,'02710180'
13,0,0,30,1,'02710521'
14,0,0,30,1,'02710780'
25,0,0,30,1,'0271166002720230'
24,0,0,30,1,'0271178002720200'
17,0,0,85,1,'02710490'
11,0,0,30,1,'02720200'
288,0,0,10,3.750,'02760290'
291,0,0,90,1,'02740040'
290,0,0,90,1,'02740110'
291,0,0,90,1,'02740060'
291,0,0,30,1,'02761410'
301,0,0,90,1,'02750310'
10,0,0,30,1,'02821240'
5,0,0,10,1.85,'02820120'
5,0,0,10,0.54,'02820120'
5,0,0,10,7.420,'02820120'
192,0.858,1.715,85,1,'02830130'
180,0,0,30,1,'02830210'
190,0,0,30,1,'02830350'
184,0,0,30,1,'02830380'
166,0,0,10,1.500,'02770100'
167,0,0,10,0.5,'02770100'
166,0,0,10,5.5,'02770100'
166,0,0,10,0.30,'02770100'
172,0,0,30,1,'02770010'
167,0,0,10,1.500,'02770100'
205,0,0,30,1,'02780190'
204,0.55,1.8,30,1,'02780040'
204,0.55,0.6,30,1,'02780090'
207,0.3,2,30,1,'02780150'
208,0,0,30,1,'02780270'
208,0,0,30,1,'02780210'
96,0,0,10,0.490,'02850490'
97,0,0,60,1,'02850050'
97,0,0,60,1,'02850030'
96,0,0,10,0.600,'02850490'
96,0,0,10,2.760,'02850480'
303,1.094,0.902,15,3.251,'02170020'
303,1.21,5.46,15,6.606,'05400910'
23,0,0,30,1,'0271128002720200'
